RO037;63.26432;75.35266;1;
RODKA;65.73361;67.31528;0;
ROGEB;60.37917;74.58500;0;
ROLNI;63.80556;74.62028;0;
ROMEV;59.29889;71.73194;0;
ROMLO;71.16333;70.93889;1;
ROMNA;58.36889;68.84111;0;
ROPOT;57.40028;67.08194;0;
ROPSI;58.41750;68.70167;0;
RORNI;67.03889;66.63028;0;
RR173;61.34311;73.20333;1;
RR174;61.34278;73.09124;1;
RR175;61.34226;72.92309;1;
RR176;61.28464;72.97465;1;
RR177;61.39883;72.97006;1;
RR178;61.46332;73.10035;1;
RR179;61.34417;73.50472;1;
RR253;61.34433;73.56567;1;
RR254;61.34466;73.67767;1;
RR255;61.34508;73.82714;1;
RR256;61.28851;73.79842;1;
RR257;61.40271;73.79470;1;
RR258;61.46498;73.65977;1;
RUBOR;56.73361;70.22222;0;
RUDIM;57.35194;70.81389;0;
RUKAN;63.34917;66.96361;0;
RULIK;63.85056;76.18194;0;
SABIK;66.82222;73.83667;0;
SADER;60.13028;63.91667;0;
SALER;57.82861;64.13861;0;
SIRMA;61.12083;72.39139;0;
SISMA;64.65722;84.06917;0;
SOGNA;61.01722;70.94861;0;
SOLMU;57.27722;66.11917;0;
SONKA;65.07389;83.80083;0;
SONUG;67.00056;67.07083;0;
SORIB;64.88528;76.97278;0;
SORLI;62.46722;66.03167;0;
SOTIN;62.94139;64.61417;0;
STELA;61.21722;70.93194;0;
STONI;61.66722;77.44389;0;
SUGUP;60.96778;75.54639;0;
SULOR;64.04694;66.68556;0;
SUNEB;71.84556;69.81111;0;
SUTOT;66.40528;65.58833;0;
TABOS;63.98389;82.04889;0;
TAGOK;61.25500;69.94167;0;
TALED;63.45222;64.63722;0;
TALNA;68.90056;69.44806;0;
TANAM;68.02750;80.90194;0;
TANAR;65.47917;83.52556;0;
TARSA;64.91722;77.78194;0;
TEDKA;64.38722;82.13861;0;
TELGO;68.48722;67.85139;0;
TERDO;60.80167;69.92167;0;
TETSI;61.15639;75.65250;0;
TIFAS;58.02250;69.11028;0;
TILNA;59.08417;74.02139;0;
TILRI;65.01444;78.63444;0;
TINRI;57.16861;65.31528;0;
TIRAR;61.26333;64.52861;0;
TIRIP;67.15250;79.42861;0;
TIRUN;58.14444;69.09694;0;
TJ001;58.05836;68.20011;1;
TJ002;58.05806;68.02792;1;
TJ003;58.15864;68.02703;1;
TJ004;57.95117;68.02886;1;
TJ005;58.05744;67.83814;1;
TJ006;58.05853;68.48308;1;
TJ007;57.95147;68.48264;1;
TJ008;58.16644;68.54961;1;
TJ009;57.93131;68.52786;1;
TJ010;58.05833;68.49614;1;
TJ011;58.05800;68.66953;1;
TJ012;58.15861;68.67047;1;
TJ013;58.05736;68.85931;1;
TJ014;57.94842;68.66853;1;
TJ015;58.05836;68.21656;1;
TJ016;57.94881;68.21692;1;
TJ017;58.30506;68.61875;1;
TJ018;57.91697;68.44317;1;
TJ019;58.05836;68.47203;1;
TJ020;58.27928;68.62719;1;
TJ021;58.36667;68.52047;1;
TJ022;58.03631;67.97875;1;
TJ023;58.05831;68.16681;1;
TJ024;58.32389;68.11175;1;
TJ025;58.17906;68.57744;1;
TODES;60.63056;70.48194;0;
TOLKA;63.86139;67.40972;0;
TOMRA;66.79056;67.62444;0;
TR001;57.14489;64.95764;1;
TR002;57.00278;64.94650;1;
TR003;56.99644;65.20686;1;
TR004;57.07072;65.08250;1;
TR005;57.12706;65.19581;1;
TR006;57.36500;65.40300;1;
TR007;57.35772;65.66586;1;
TR008;57.21569;65.65186;1;
TR009;57.29042;65.52772;1;
TR011;57.22303;64.99764;1;
TR012;57.36522;64.99508;1;
TR013;57.36619;65.25831;1;
TR014;57.29475;65.12772;1;
TR015;57.23611;65.23744;1;
TR016;57.06933;65.73111;1;
TR017;56.99806;65.41639;1;
TR018;57.06944;65.54647;1;
TR019;57.12839;65.43769;1;
TR020;57.06900;65.79269;1;
TR021;56.99725;65.64261;1;
TR022;57.38047;65.10142;1;
TR023;57.12700;65.82672;1;
TR024;57.18344;65.90086;1;
TR025;57.27458;64.86831;1;
TR026;57.22758;65.78869;1;
TR027;57.25542;65.45619;1;
TR028;57.20225;65.78217;1;
TR029;57.01369;65.65244;1;
TR030;57.12061;65.90608;1;
TR031;57.02025;65.63694;1;
TR032;57.30628;65.73161;1;
TR210;57.22969;65.40381;1;
TULDI;62.30556;83.94583;0;
TUMOK;71.21722;66.90611;0;
TUNAB;61.40833;68.62167;0;
TUPEG;61.68056;77.82167;0;
TURMI;61.38833;76.59806;0;
TURUM;64.15250;59.97694;0;
UDRUT;66.15722;75.43444;0;
UGLIT;58.42083;66.27556;0;
ULGUN;61.50056;74.24861;0;
ULKIK;61.69944;82.80611;0;
UMGOD;71.45667;71.21250;1;
UNEKI;59.91889;68.34861;0;
UNISO;61.29028;63.66000;0;
UNKIS;57.70056;71.16556;0;
UNKOR;70.19833;67.33111;0;
UNOKI;66.44389;70.90667;0;
URAMI;62.15889;77.32889;0;
URENA;65.95056;78.36528;0;
URESI;60.56472;75.97750;0;
URMAN;61.77056;68.11361;0;
UROMA;63.97556;64.43000;0;
UTORA;58.71333;63.84333;0;
UVATA;59.15056;68.89861;0;
VIPRA;64.10889;66.68333;0;
VOREG;59.33722;71.42194;0;
ZORKI;61.37806;72.77889;0;
