PENAG;64.69333;77.17944;0;
PENIG;65.74250;66.07361;0;
PETUG;67.68500;74.58639;0;
PETUN;60.75389;68.41194;0;
PETUS;64.91056;64.74972;0;
PIGUR;60.11694;64.83167;0;
PIKOK;64.91556;65.58139;0;
PINID;60.26083;75.10667;0;
PINOG;73.66917;68.86750;0;
PIPUK;71.02111;71.10639;0;
PIRED;58.09639;72.54722;0;
POGOG;65.63556;78.18222;0;
POKAR;70.57139;69.08278;0;
RAKOT;65.92972;72.77056;0;
RALEM;61.02833;70.05833;0;
RAMUK;63.53694;65.96833;0;
RAPID;63.53389;73.06528;0;
RATRI;61.09167;68.21500;0;
REFRI;67.47722;71.46500;0;
REKSA;66.51583;65.50111;0;
REMKI;65.70722;75.87500;0;
RENLA;70.64583;67.91750;0;
REPNI;64.18722;64.95500;0;
RESMA;59.48722;68.33028;0;
RIGNO;64.76083;78.55389;0;
RIKBI;65.09611;72.15333;0;
RILPA;60.60722;68.85194;0;
RIMAG;68.46722;73.59500;0;
RINOB;62.14194;77.73611;0;
RISIR;59.46389;70.40528;0;
RITNA;60.02722;66.64528;0;
RK601;62.28544;74.56947;1;
RK602;62.36850;74.60103;1;
RK603;62.38581;74.38781;1;
RK604;62.35089;74.81397;1;
RK605;62.26789;74.78186;1;
RK606;62.14861;74.51792;1;
RK611;62.09547;74.49811;1;
RK612;62.01242;74.46694;1;
RK613;62.02969;74.25625;1;
RK614;61.99481;74.67742;1;
RK615;62.07783;74.70914;1;
RK616;62.28031;74.56753;1;
RO001;63.10101;75.18403;1;
RO002;63.04265;75.12456;1;
RO003;63.05078;74.90586;1;
RO004;62.95219;75.03289;1;
RO006;62.97241;75.27992;1;
RO007;63.26700;75.35462;1;
RO008;63.32508;75.41477;1;
RO009;63.31619;75.63539;1;
RO011;63.41529;75.50876;1;
RO012;63.39544;75.25779;1;
RO013;63.24610;75.33325;1;
RO014;63.14449;74.95933;1;
RO016;63.36863;75.20007;1;
RO019;63.12247;75.20574;1;
RO021;63.31672;75.13328;1;
RO031;63.10369;75.18678;1;
